ALL WORDS:  
Word;Occurences;Themes
close;13791;
closed;1732;
closer;4471;
clothes;4309;
cloud;1555;
clouds;3158;
clown;1132;
club;9029;
coast;1645;
coat;1116;
cock;1018;
coke;1198;
cold;13299;
color;1601;
colors;1630;
come;89044;
comes;13797;
comfort;1230;
comin;6484;
coming;17131;
common;1371;
company;1395;
complete;1125;
confused;1536;
control;8638;
conversation;1202;
cool;7852;
cops;1696;
corner;3348;
cost;1469;
could;56719;
couldn;9019;
count;3466;
counting;1249;
country;2183;
couple;3284;
course;1360;
cover;2696;
crack;3329;
crash;1793;
crashing;1003;
crawl;1438;
crazy;17656;
cream;1238;
crew;2108;
crib;1765;
cried;2413;
cries;1422;
crime;2318;
cross;3622;
crowd;3402;
crown;1572;
cruel;1322;
crush;1138;
cryin;1532;
crying;4470;
cure;1058;
curse;1143;
cute;1024;
daddy;6488;
damn;11110;
dance;19590;
dancer;1163;
dancin;1756;
dancing;5789;
danger;1780;
dangerous;1775;
dare;2180;
dark;10401;
darkest;1048;
darkness;3138;
darlin;1437;
darling;3874;
date;1215;
daughter;1365;
dawg;1040;
dawn;2683;
days;13738;
dead;11309;
deal;3309;
dear;4214;
death;5923;
decide;1612;
deck;1055;
deep;10124;
deeper;1751;
demons;1090;
deny;2482;
desert;1333;
deserve;2564;
desire;2369;
destiny;1608;
devil;3986;
diamond;2568;
diamonds;3113;
dick;4738;
didn;15018;
died;2802;
dies;1040;
difference;1610;
different;6477;
dime;1388;
direction;1223;
dirt;2424;
dirty;6984;
disappear;1925;
disco;1087;
disease;1019;
disguise;1220;
distance;1744;
doctor;1939;
does;7979;
doesn;7579;
dogg;2631;
dogs;1298;
doin;5277;
doing;8743;
dollar;2720;
dollars;1571;
done;18126;
dont;7704;
door;12300;
doors;1915;
dope;3106;
double;3156;
doubt;3781;
dough;1795;
down;116168;
downtown;1047;
drag;1521;
drama;1678;
dream;16413;
dreamed;1065;
dreaming;3892;
dreams;12649;
dress;2881;
dressed;1607;
drink;7051;
drinking;1874;
drinks;1217;
drip;1178;
drive;6224;
driving;2717;
drop;9949;
dropped;1118;
drown;1936;
drowning;1218;
drug;1935;
drugs;1907;
drum;1524;
drunk;3119;
dude;1841;
dumb;2579;
dust;2530;
dying;3682;
each;7474;
early;2038;
ears;1301;
earth;4697;
ease;1407;
east;1828;
easy;10052;
eating;1031;
echo;1031;
edge;2802;
eight;1429;
either;1759;
electric;1136;
else;11921;
eminem;1624;
empty;4534;
ending;1657;
endless;1304;
ends;2661;
enemies;1167;
enemy;1773;
energy;1031;
enjoy;1199;
enough;17999;
escape;2595;
even;28429;
evening;1568;
ever;34914;
every;38497;
everybody;19891;
everyday;4956;
everyone;7642;
everything;30799;
everytime;2841;
everywhere;4604;
evil;2533;
exactly;1670;
except;1037;
excuse;1468;
expect;1257;
explain;2398;
extra;1073;
eyed;1047;
eyes;36543;
face;24165;
faces;2441;
fact;2814;
fade;4703;
faded;1329;
fading;1606;
fail;1196;
fair;1978;
faith;4341;
fake;3685;
fall;21963;
fallen;1732;
fallin;2034;
falling;9815;
falls;2165;
fame;2822;
family;3935;
famous;1621;
fantasy;1758;
fashion;1056;
fast;8135;
faster;2075;
fate;2114;
father;3994;
fault;1664;
favorite;2445;
fear;7199;
fears;1828;
feat;1215;
feed;2130;
feel;69965;
feelin;6049;
feeling;19655;
feelings;3669;
feels;10838;
feet;8365;
fell;4609;
felt;6543;
fever;1670;
field;1010;
fifty;1030;
fight;13564;
fighting;3167;
figure;2707;
fill;3555;
filled;2088;
final;1487;
finally;4680;
find;33360;
finding;1049;
fine;9412;
finger;2374;
fingers;2336;
finish;1286;
fire;17097;
first;14890;
fish;1106;
fist;1061;
five;4440;
flame;2396;
flames;1642;
flash;1278;
flesh;1285;
flight;1599;
flip;2033;
floating;1063;
floor;10418;
flow;4882;
flowers;1708;
flying;2585;
folks;1282;
follow;7092;
food;1392;
fool;7734;
foolish;1079;
fools;1600;
foot;1611;
force;1269;
forever;16265;
forget;11734;
forgive;2808;
forgot;1839;
forgotten;1240;
forth;1659;
fortune;1072;
forward;1145;
found;13104;
four;4887;
freak;3452;
freaky;1446;
free;18469;
freedom;2990;
fresh;3462;
friday;1533;
friend;11928;
friends;13109;
from;80266;
front;6125;
frozen;1016;
fuck;28505;
fucked;3372;
fuckin;7300;
fucking;6421;
full;8261;
funk;1158;
funky;1421;
funny;3627;
further;1010;
future;4849;
game;15936;
games;2837;
gang;2081;
gangsta;2493;
garden;1189;
gave;8532;
generation;1208;
gets;7060;
gettin;7948;
getting;14259;
ghetto;2428;
ghost;2607;
gift;1356;
gimme;4587;
girl;72342;
girlfriend;2407;
girls;16376;
give;54221;
given;2271;
gives;1730;
givin;1775;
giving;5160;
glad;2958;
glass;3434;
glory;2024;
glow;1700;
goes;12089;
goin;8918;
going;25868;
gold;5912;
golden;2272;
gone;28688;
gonna;70327;
good;48173;
goodbye;9516;
goodnight;1280;
gotta;39535;
grab;3166;
grace;1834;
grand;1330;
grass;1387;
grave;1710;
great;4563;
greatest;1580;
green;4339;
grew;1319;
grey;1473;
grind;2231;
grip;1276;
groove;1739;
ground;9274;
grow;4516;
growing;1880;
grown;2490;
grows;1014;
gucci;2024;
guess;10298;
guide;1249;
guilty;1289;
guitar;2356;
guns;2642;
guys;2347;
haha;1268;
hair;7117;
half;5547;
hall;1146;
hallelujah;1251;
halo;1227;
hand;17486;
handle;2596;
hands;19232;
hang;4207;
hangin;1296;
hanging;2884;
happen;3450;
happened;2542;
happening;1339;
happens;1997;
happiness;1714;
happy;9601;
hard;26156;
harder;2767;
hardly;1138;
hate;12073;
haters;2510;
hatin;1087;
have;81810;
haven;2666;
havin;1203;
having;3207;
head;27019;
headed;1274;
heads;1716;
heal;1708;
hear;27723;
heard;10657;
hearing;1027;
heart;53548;
heartbeat;1550;
hearts;5568;
heat;4129;
heaven;8224;
heavy;3163;
heels;1220;
held;2604;
hell;11040;
hello;5679;
help;12989;
here;69166;
hero;1729;
hide;8872;
hiding;1783;
high;20935;
higher;4813;
highway;1776;
hill;1729;
hills;1092;
hips;1309;
history;1999;
hits;1630;
hoes;5825;
hold;30559;
holdin;1317;
holding;5690;
hole;3184;
holiday;1057;
holla;2230;
hollywood;1772;
holy;2431;
home;33407;
homie;2779;
homies;1364;
honest;1336;
honey;7075;
hood;5409;
hook;8083;
hope;14362;
hopes;1086;
hoping;2480;
horse;1335;
hotel;1358;
hour;2774;
hours;2315;
house;9514;
html;2490;
human;2785;
hundred;3859;
hungry;1765;
hurry;1895;
hurt;10247;
hurting;1094;
hurts;3766;
hush;1416;
hustle;1772;
ignore;1185;
imagine;2109;
imma;3577;
impossible;1260;
innocent;1215;
insane;3120;
inside;22884;
instead;2791;
into;27270;
intro;2570;
island;1133;
jack;2197;
jackson;1005;
jail;1346;
jealous;1496;
jeans;1953;
jesus;3106;
john;2081;
johnny;1335;
join;1425;
joke;1358;
judge;1560;
juice;1065;
jump;6109;
jungle;1150;
just;178668;
keep;49880;
keeping;2027;
keeps;4761;
kept;2747;
keys;1990;
kick;4498;
kicks;1031;
kids;5437;
kill;9046;
killed;1741;
killer;1550;
killin;1176;
killing;3331;
kind;8795;
kinda;3719;
king;6614;
kiss;14367;
kissed;1669;
kisses;1639;
kissing;1310;
kitchen;1296;
knees;4730;
knew;12686;
knife;1755;
knock;3861;
knocking;1018;
know;210534;
knowing;2454;
known;4634;
knows;10551;
ladies;4534;
lady;6001;
laid;1673;
land;5012;
lane;1560;
last;21615;
late;10068;
lately;2012;
later;2572;
laugh;4038;
laughing;2228;
laughter;1024;
lead;4299;
lean;1853;
learn;6396;
learned;2749;
least;2529;
leather;1030;
leave;27538;
leaves;2178;
leavin;1464;
leaving;4656;
left;21739;
legs;1921;
lemme;1210;
less;3793;
lesson;1170;
lets;3649;
letter;1610;
letting;2241;
level;1587;
liar;1420;
lick;2048;
lied;1293;
lies;8786;
life;65333;
lifetime;1394;
lift;2494;
light;24445;
lightning;1259;
lights;10591;
like;216523;
likes;1579;
limit;1339;
line;11064;
lines;2579;
lips;5582;
liquor;1274;
list;1425;
listen;10338;
listening;1812;
little;41825;
live;27199;
lived;1803;
lives;4900;
livin;4681;
living;12439;
load;1192;
loaded;1113;
lock;2534;
locked;2493;
london;1363;
loneliness;1110;
lonely;10737;
long;34385;
longer;3320;
look;42663;
looked;3457;
lookin;7637;
looking;17336;
looks;4354;
loose;3140;
lord;7997;
lose;13344;
losing;4425;
lost;18216;
lots;1008;
loud;5383;
louder;1398;
love;199948;
loved;6228;
lovely;1571;
lover;5215;
lovers;2525;
loves;4358;
lovin;4086;
loving;6796;
luck;2550;
lucky;2797;
lust;1081;
lying;3332;
lyrics;3683;
machine;1969;
mack;1003;
made;23706;
madness;1168;
magic;3802;
main;1047;
make;90106;
makes;11628;
makin;3557;
making;8169;
mama;8895;
many;13369;
mark;1500;
married;1066;
mary;2494;
master;1423;
match;1225;
matter;11993;
matters;1660;
maybe;16335;
mean;14256;
meaning;1457;
means;3713;
meant;5072;
meet;7416;
melody;1340;
memories;3419;
memory;2712;
mercy;1993;
merry;1693;
mess;3944;
message;1817;
metal;1113;
miami;1054;
michael;1283;
middle;4138;
midnight;2283;
might;14756;
mighty;1010;
mike;1306;
mile;1214;
miles;3628;
million;5350;
mind;36528;
minds;2185;
mine;18988;
minute;5307;
minutes;1482;
miracle;1259;
mirror;3575;
misery;1635;
miss;10709;
missed;1668;
missin;1007;
missing;3736;
mission;1236;
mistake;2194;
mistakes;2246;
mister;1088;
moment;7224;
moments;1169;
momma;2918;
money;29574;
monkey;1496;
monster;1397;
mood;1293;
moon;6238;
moonlight;1391;
more;55144;
mornin;1295;
morning;10064;
most;5328;
mother;6405;
motherfucker;2976;
motherfuckers;1455;
motherfuckin;1916;
motion;1380;
mountain;2143;
mountains;1116;
mouth;6024;
move;16670;
moved;1319;
moves;2334;
movie;2315;
movin;2665;
moving;4759;
much;26898;
murder;2725;
music;12051;
must;13594;
myself;17218;
mystery;1362;
naked;2346;
name;19563;
names;1148;
nasty;1731;
nation;1286;
nature;1426;
near;3852;
neck;2880;
need;66655;
needed;3143;
needs;3947;
nervous;1057;
never;100737;
news;2646;
next;10837;
nice;5579;
nicki;1494;
nigga;35600;
niggas;19757;
niggaz;7921;
night;53967;
nights;4873;
nine;2424;
nobody;15791;
noise;1918;
none;3233;
north;1022;
nose;1552;
nothin;6906;
nothing;35186;
notice;1487;
nowhere;4839;
numb;1545;
number;5400;
ocean;3145;
ohhh;2124;
okay;5987;
older;1791;
once;11240;
ones;4947;
only;47201;
onto;1146;
oooh;4001;
ooooh;1558;
open;11838;
opened;1066;
order;1182;
other;16709;
others;1744;
ours;1112;
ourselves;1427;
outro;1266;
outside;5165;
outta;4274;
over;42204;
pack;2141;
page;1381;
paid;3050;
pain;15458;
paint;2153;
painted;1032;
pants;1583;
papa;1317;
paper;4029;
paradise;2412;
park;1836;
part;7991;
party;13841;
pass;5386;
passed;1536;
passing;1542;
passion;1617;
past;7131;
path;1525;
peace;5533;
people;22192;
perfect;6299;
person;1445;
phone;6932;
pick;5888;
picked;1009;
picture;4622;
pictures;1942;
piece;3725;
pieces;2527;
pills;1006;
pimp;1739;
pink;1143;
pistol;1066;
place;19414;
places;2703;
plain;1082;
plan;2966;
plane;1786;
planet;1166;
plans;1890;
plastic;1046;
play;21651;
playa;1089;
played;2946;
player;1226;
playin;2880;
playing;5342;
plays;1120;
please;20517;
pleasure;1730;
plenty;1158;
plus;2064;
pocket;2004;
pockets;1089;
point;3687;
poison;1705;
police;1892;
poor;2763;
poppin;2483;
pound;1486;
pour;1830;
power;5468;
pray;4866;
prayer;1505;
praying;1195;
precious;1341;
press;1089;
pressure;1838;
pretend;3802;
pretending;1003;
pretty;9464;
price;2632;
pride;2917;
prison;1007;
private;1196;
probably;3371;
problem;3279;
problems;2357;
promise;5967;
promised;1301;
promises;1434;
proof;1327;
proud;2155;
prove;2461;
pull;8711;
pulled;1720;
pulling;1303;
pump;1412;
punk;1313;
pure;1273;
purple;1171;
push;5128;
pushing;1253;
pussy;5030;
putting;1169;
queen;3678;
question;2435;
questions;1649;
quick;3112;
quiet;1856;
quit;2551;
quite;2536;
race;2170;
radio;4010;
rage;1124;
rain;12846;
rainbow;1153;
raining;1068;
raise;2947;
raised;1410;
rapper;1137;
rappers;1360;
rather;4150;
reach;5268;
reaching;1281;
read;4370;
ready;15354;
real;24301;
reality;1698;
realize;2803;
really;30408;
reason;8276;
reasons;1639;
recognize;1122;
record;2292;
records;1163;
refr;1235;
refuse;1048;
regret;1938;
relax;1159;
release;1248;
remain;1372;
remember;15521;
remind;1798;
repeat;6217;
resist;1022;
respect;2276;
rest;6439;
return;1969;
revolution;1227;
rhyme;2075;
rhymes;1510;
rhythm;2429;
rich;4233;
ride;14644;
ridin;2268;
riding;2365;
right;68545;
ring;5008;
rings;1512;
rise;4820;
rising;1615;
river;4181;
road;8977;
rock;19360;
rockin;2986;
rocking;1648;
rocks;1831;
roll;13286;
rollin;2983;
rolling;3310;
romance;1429;
roof;1613;
room;8918;
rose;1876;
roses;1264;
rough;1669;
round;14988;
rule;2607;
rules;2643;
runnin;4637;
running;10435;
runs;1295;
rush;2182;
sacrifice;1098;
safe;3548;
said;41790;
sail;1302;
same;21421;
sand;2193;
santa;2013;
satisfied;1204;
saturday;1524;
save;9671;
saved;1736;
saving;1052;
sayin;3769;
saying;6769;
says;6233;
scared;5546;
scars;1558;
scene;3024;
school;4677;
scream;5104;
screamin;1203;
screaming;2934;
screen;1052;
sean;1435;
search;1507;
searching;2655;
season;1124;
seat;2091;
second;4736;
secret;3243;
secrets;1802;
seeing;2157;
seem;5857;
seemed;1153;
seems;7999;
seen;12630;
sees;1325;
self;2970;
sell;2715;
send;4884;
sense;3236;
sent;1909;
serious;1302;
settle;1242;
seven;2341;
sexy;4352;
shades;1131;
shadow;2380;
shadows;2508;
shady;1269;
shake;11827;
shakin;1231;
shaking;1476;
shall;2155;
shame;3837;
shape;1014;
share;3646;
shawty;4392;
sheets;1187;
shine;9300;
shines;1477;
shining;3528;
ship;1524;
shirt;1572;
shit;32846;
shoes;3836;
shoot;4263;
shooting;1268;
shop;1254;
shore;1053;
short;2280;
shorty;2638;
shot;6783;
shots;3188;
should;23221;
shoulda;1139;
shoulder;2006;
shouldn;1967;
shout;3995;
show;27829;
showed;1438;
shows;1678;
shut;4374;
sick;6467;
side;16849;
sight;3465;
sign;3856;
signs;1684;
silence;2897;
silent;1594;
silly;1574;
silver;2201;
simple;3816;
simply;1005;
since;8324;
sing;12400;
singin;1239;
singing;5499;
single;3991;
sink;1170;
sinking;1078;
sippin;1239;
sister;2381;
sittin;2029;
sitting;3179;
situation;1339;
skies;2331;
skin;5314;
slave;1183;
sleep;10521;
sleeping;2733;
slide;1861;
slip;2407;
slow;9231;
slowly;2603;
small;3062;
smell;2405;
smile;10370;
smiles;1078;
smiling;1436;
smoke;5849;
smokin;1699;
smoking;1633;
snap;1109;
snoop;2294;
snow;2848;
soft;1987;
sold;2127;
soldier;1610;
solo;2222;
some;46873;
somebody;12687;
someday;3477;
somehow;3261;
someone;16091;
somethin;4485;
something;29355;
sometimes;11205;
somewhere;5222;
song;15840;
songs;2887;
soon;7382;
sorrow;1956;
sorry;7477;
soul;14818;
soulja;1185;
souls;1310;
sound;9830;
sounds;2129;
south;2415;
space;4507;
spark;1280;
speak;5524;
special;3493;
speed;2052;
spell;1723;
spend;5405;
spending;1059;
spent;2487;
spin;2124;
spinning;2107;
spirit;1911;
spit;2983;
split;1154;
spoken;1230;
spot;3060;
spread;1687;
spring;1097;
squeeze;1098;
stack;1185;
stacks;1137;
stage;2089;
stand;14928;
standin;1162;
standing;6794;
star;7812;
stare;2306;
staring;2016;
stars;8767;
start;15439;
started;6341;
starting;1720;
starts;2630;
state;2611;
station;1055;
stay;26342;
stayed;1263;
staying;1044;
steady;1878;
steal;2715;
steel;1224;
step;7979;
steps;1194;
stick;3711;
still;41977;
stole;1460;
stone;3422;
stones;1110;
stood;1663;
stop;31109;
stopped;1346;
stops;1198;
store;1613;
stories;1190;
storm;2937;
story;5109;
straight;7785;
strange;3575;
stranger;2218;
strangers;1005;
street;8630;
streets;6806;
strength;2121;
stress;1188;
strike;1083;
strip;1199;
strong;8107;
stronger;2712;
struggle;1086;
stuck;4448;
stuff;2307;
stupid;3520;
style;4323;
such;7269;
suck;1924;
suddenly;1549;
sugar;2439;
suicide;1206;
suit;1107;
summer;6148;
sunday;2069;
sunny;1149;
sunshine;2805;
super;3038;
supposed;3179;
sure;10578;
surprise;1793;
surrender;1857;
survive;2846;
swag;1282;
swallow;1431;
swear;5419;
sweat;2532;
sweet;12842;
swim;1375;
swing;1732;
switch;2196;
system;1335;
table;1683;
take;82813;
taken;2451;
takes;6472;
takin;2625;
taking;7015;
talk;18111;
talkin;6430;
talking;8939;
tall;1919;
taste;5279;
taught;1666;
teach;1836;
team;2364;
tear;4406;
tears;9348;
teeth;1703;
telephone;1076;
tell;62120;
tellin;2015;
telling;4472;
tells;1235;
test;1793;
than;27867;
thang;2621;
thank;4500;
thanks;1246;
that;366341;
thats;4166;
their;15269;
them;42748;
then;46870;
there;102161;
theres;1429;
these;31552;
they;122081;
thick;1386;
thin;1427;
thing;27478;
things;30312;
think;50144;
thinkin;4062;
thinking;9273;
thinks;1236;
this;176311;
those;13003;
though;11207;
thought;17273;
thoughts;3355;
thousand;4137;
three;7347;
threw;1589;
thrill;1235;
throat;1216;
through;42924;
throw;9454;
throwing;1233;
thru;1380;
thug;2056;
thunder;1988;
tick;1205;
ticket;1150;
tide;1146;
tied;1640;
tight;6202;
till;15310;
time;102508;
times;13036;
tired;6621;
toast;1015;
today;11338;
toes;1163;
together;15395;
told;15805;
tomorrow;7471;
tongue;2683;
tonight;31719;
took;11567;
torn;1397;
touch;13510;
touched;1231;
touching;1021;
tough;2285;
town;11507;
track;3573;
train;4029;
trap;1561;
trapped;1212;
travel;1110;
treat;3838;
tree;2806;
trees;2442;
trick;1633;
tried;8159;
trip;2635;
trippin;1629;
trouble;4807;
troubles;1024;
truck;1372;
true;15882;
truly;1174;
trunk;1218;
trust;6587;
truth;9993;
tryin;7383;
trying;13384;
tryna;6508;
tune;1547;
turn;29176;
turned;5268;
turning;3874;
turns;2775;
twenty;2083;
twice;2696;
twist;1840;
twisted;1469;
type;3475;
ugly;1384;
under;10324;
underground;1266;
underneath;2116;
understand;10689;
undone;1203;
universe;1072;
unless;1865;
until;12051;
upon;5196;
used;14020;
vain;1162;
veins;1371;
verse;16864;
very;6668;
vibe;1055;
victim;1130;
view;2216;
vision;1855;
voice;5340;
voices;1929;
wait;16685;
waited;1559;
waitin;2231;
waiting;15140;
wake;9598;
waking;1072;
walk;18946;
walked;3440;
walkin;2465;
walking;6313;
walks;1174;
wall;6231;
walls;3764;
wanna;84777;
want;95914;
wanted;9409;
wanting;1430;
wants;6203;
warm;3395;
warning;1129;
wash;1809;
wasn;5670;
waste;4112;
wasted;2337;
wasting;1550;
watch;16492;
watched;1344;
watchin;1647;
watching;5015;
water;6808;
wave;2733;
waves;1629;
wayne;2732;
ways;4308;
weak;2585;
wear;3809;
wearing;1379;
weather;1937;
weed;2664;
week;2368;
weekend;1705;
weight;2164;
welcome;3278;
well;36857;
went;8840;
were;30378;
weren;1082;
west;3458;
what;178660;
whatcha;1698;
whatever;7202;
whats;1652;
wheel;1743;
wheels;1282;
when;155955;
whenever;2757;
where;54077;
wherever;2534;
whether;1185;
which;3780;
while;17010;
whip;2975;
whisper;1649;
white;9362;
whoa;8857;
whole;11790;
whose;1066;
wicked;1166;
wide;3669;
wife;2679;
wild;7468;
will;78494;
willing;1018;
wind;6969;
window;4006;
windows;1382;
wine;3484;
wings;3064;
winner;1017;
winter;2370;
wipe;1126;
wire;1012;
wise;1246;
wish;15655;
wishing;1777;
with;181516;
within;3009;
without;20365;
witness;1057;
woah;5811;
woke;2288;
woman;9197;
women;3851;
wonder;8005;
wonderful;1908;
wondering;1989;
wont;2472;
wood;1045;
word;8237;
words;13919;
work;16821;
workin;1513;
working;3457;
world;49610;
worlds;1034;
worried;1103;
worry;4936;
worse;1958;
worst;2104;
worth;5493;
would;36412;
wouldn;6847;
wrap;1339;
wrapped;1351;
wrist;1411;
write;3657;
written;1972;
wrong;19668;
wrote;1978;
yall;1419;
yeah;114642;
year;5222;
years;7933;
yellow;2437;
yesterday;3669;
york;3216;
young;15051;
your;306637;
yours;5689;
yourself;12088;
youth;1234;
zero;1111;
zone;2088;

 === END OF FILE REACHED ===
